MAN450207,WTN220207,RTN130207,RTN131207,AFN120207
13628202,11061791,6841452,10211,1404940
681388,0,987511,15370,118603
7913361,2624724,3851993,12943,452187
963346,0,278287,7329,26023
2127689,0,369895,10928,27069
19741940,0,4774175,13667,550450
4843890,747332,1075239,14399,139684
0,0,50891,5852,2561
397083,158855,97872,7389,8038
0,386393,484483,8970,54490
0,4299,61518,4180,19753
0,0,102111,5153,18411
1302002,438966,340870,8714,33801
2114873,1062039,1729530,16414,197472
0,0,312395,11737,18422
2283489,0,223595,6579,25067
0,0,40720,3752,0
643418,153709,381537,12667,25851
786076,0,509651,10256,0
1869737,0,315023,12582,29861
3818858,0,408899,9774,47475
1280555,424060,1516815,13156,160815
0,530645,763441,18509,58781
15779841,3231392,2416879,12182,272416
486488,85936,208881,8604,21624
1558350,1420463,787397,10813,0
498444,124764,142465,8336,12013
0,18626,171270,7407,28470
524323,62128,200781,9931,0
0,0,442605,13501,38501
1670123,0,765826,11121,88055
0,0,226084,6924,19511
1569925,2779456,3295421,12582,437156
1256037,519932,568518,8584,66306
410685,98576,400931,10862,0
2819422,2520749,2088672,15496,227647
1026569,180241,455036,9706,36185
2923185,319544,1194698,14264,150481
1478637,0,328017,8651,44268
2585502,0,529531,12572,58429
601064,163377,405489,12531,33940
835131,413695,139539,6543,0
1476978,0,382708,11801,43158
377163,0,223798,7956,16079
1609901,682332,2072896,15169,208425
774300,321523,471778,12463,56801
5705256,0,794883,10423,92258
1602328,104569,276916,7498,33861
21914467,3348813,7102425,14455,1069166
2364020,856204,1363592,12355,389663
716454,0,481647,10481,42970
1046853,574203,1234877,9433,155130
24333886,15780255,12951290,14748,2248380
1239448,0,550984,11839,50494
0,51087,81212,8044,0
711346,0,235379,6423,25837
1799286,683154,1530793,11968,287796
2768351,368625,429214,11343,48487
0,185002,586949,8378,59095
197474,121634,96674,6901,7984
2454544,0,357295,7491,35884
0,0,23731,4068,0
201749,52770,153183,7812,0
0,0,106333,4750,10444
137612,24541,84463,4932,0
600192,12925,153361,8097,0
0,64738,55934,4449,5609
7318767,1463085,1956275,12188,211334
0,346707,268383,10225,17130
0,262911,112778,8175,0
675972,43013,310811,8367,45904
577384,113276,273327,10588,0
757369,44459,255352,9347,18675
523330,162347,113360,6468,0
978675,0,241227,10156,30721
2354852,291027,487648,11094,46357
0,181067,166048,8215,16299
8011023,0,3683417,13831,439711
243732,61452,156674,6730,0
1147951,97221,575134,17170,57024
0,201464,146923,6894,14252
0,3944,19919,2074,0
0,413344,2079578,12769,315997
362143,141637,136038,8473,9837
0,0,31015,4366,3006
6447599,2907819,3025844,17308,516819
0,0,184550,11296,16305
3565934,584135,1668183,15780,195501
1045382,168937,325620,9889,30325
93073,118293,24040,2812,8420
0,412340,331226,5794,36854
248328,16287,190711,6844,0
2483052,325246,1004328,14748,107213
699092,0,221300,7969,19285
715246,235098,283389,11911,24469
2107506,0,343476,10547,28272
434704,37176,121694,9077,12409
0,53525,87242,11102,5600
0,0,130130,7912,14931
0,35570,70317,14910,2727
561411,0,339355,12254,35379
178967,554890,120585,8136,16285
91416,87482,67859,6771,7611
0,130113,567483,9024,57370
0,0,10868,3815,2283
0,0,15764,4176,0
512058,205501,121743,5686,8639
0,54578,12191,4422,937
0,0,9889,4775,0
0,99290,76023,8756,5547
0,91801,109669,11776,13731
0,52345,102988,12228,4869
0,0,10297,5608,1452
2025397,0,317199,9291,34235
757221,0,395361,10204,51852
0,60478,17169,5793,1538
317310,232637,191407,10143,15310
0,0,25238,3241,1516
976469,0,1202225,10601,213749
0,74694,12379,3987,0
0,0,7998,2680,0
0,144903,497467,18264,72165
0,23009,31852,5066,4554
0,0,504229,12364,54895
0,0,395737,12121,40272
384080,168701,234280,8921,27910
0,70826,295149,9992,51976
0,104789,17068,6552,2010
0,23088,30166,11710,1339
0,253106,66963,8998,7133
0,112701,34787,6032,1277
0,0,9621,7406,0
0,14147,53316,7684,2983
0,34386,25434,9816,636
0,90981,50209,8746,4388
0,90787,274715,8170,29446
0,147070,13723,3400,0
0,0,5906,3052,209
0,34453,91112,6822,0
0,9597,71260,3880,4409
0,16800,14347,4502,1152
7847699,16252012,9255321,17598,1082977
0,19843,7593,1835,1234
0,57048,43185,5556,4451
0,71471,14583,5385,856
410239,0,204285,9305,14150
0,12245,13628,7841,0
107742,13167,492953,6697,48348
0,24095,11148,3413,763
0,4347,47786,4981,1271
0,53606,78581,29856,3502
0,0,470739,13179,51039
0,106706,69995,5743,5621
257714,128934,185982,18309,8833
4222628,0,382204,13167,29843
0,108345,20284,4602,1456
0,72680,251725,8183,23967
0,73323,98777,15654,5081
3979668,0,364610,10599,43496
0,9155,44988,7570,4614
0,54820,28557,9251,2290
243056,79569,106838,10528,4229
291019,180154,199840,12360,13085
0,42438,16086,5433,1541
0,40003,36977,6796,5399
0,19408,70601,4327,0
0,86231,38522,10001,1421
0,47967,19295,3232,1533
0,93781,48480,7574,5749
0,33908,46642,8776,3679
329645,160957,283927,14582,11780
0,108263,170163,18089,15023
0,83478,16263,6413,727
908658,573283,828616,13150,83362
0,97433,43742,8902,3130
0,64016,46889,4671,6640
0,93235,728603,10498,125435
0,120294,56427,10991,0
0,27743,30704,9689,901
0,70326,67979,10110,10038
0,816434,1064587,19676,96095
0,131534,46785,10344,0
21117142,12449361,6574213,13838,846879
0,197478,314598,13898,32249
0,915256,2310142,13295,0
0,88426,18361,7482,768
0,119079,110618,18781,11006
0,71095,23598,5980,1422
0,18054,15895,3613,1152
0,0,16449,7701,813
0,113664,40304,7989,0
0,202179,131407,5531,16779
0,163087,159367,21574,18327
0,24137,40422,13740,4032
0,13434,26718,3920,0
0,0,6284,4388,0
0,111261,34776,5992,2497
0,68179,18489,8528,529
0,0,54160,5539,5805
0,27383,17184,5223,1526
7634498,4127478,1710043,11154,241883
0,54740,137063,7655,9057
164790,97666,112099,5945,8240
600926,0,170715,8002,11256
0,0,52778,6485,1841
1024905,0,552941,13464,64669
0,0,51512,4474,0
0,196103,374889,12915,38133
4690957,0,2439188,21623,0
0,0,175304,8939,13466
0,0,934561,19244,100532
0,71157,430021,14875,57725
0,0,25883,3007,0
0,0,103735,6652,8742
0,19378,113835,5968,7882
0,879650,500549,6788,73041
120473,0,57992,4362,5358
213233,0,151840,11848,9358
729241,0,454838,12578,52463
798230,0,970778,11120,163252
0,2903,23792,4614,1071
4059659,13382,182693,17403,18212
0,306210,268548,9831,24362
189089,34871,71832,4408,6399
1571636,878401,936093,11565,80082
1252285,0,461765,12951,51254
0,13210,138743,5858,12401
0,38656,55307,5838,7804
0,9413,53418,5873,5086
0,0,44182,6484,4529
2919998,818094,1282912,13652,147433
0,0,32536,2723,6325
0,0,12169,1489,3224
0,0,84217,5655,7916
3061217,4442420,4778490,16635,785725
0,29843,128537,8768,5972
0,404434,403311,9596,34911
1400787,223558,622089,12816,80515
0,0,52203,7608,0
0,0,37304,4619,0
0,7053,39605,2331,4517
0,0,285154,11333,29952
0,0,342536,9119,0
692032,0,234914,9281,16243
0,1928,64411,5592,3962
0,3579,355697,9483,21048
0,3277,28055,3266,2158
1792272,281136,1449522,14781,168623
0,159275,211085,6793,20320
549589,39772,147036,7912,11311
434551,21357,92791,5074,11506
0,545021,662033,14659,54742
0,46545,153316,9689,0
0,29108,65403,13345,0
896339,0,560520,12118,53708
0,0,45224,3370,2078
25695383,13000553,10002441,14053,1629185
1015569,0,731697,16060,46401
0,106086,350076,14646,27186
1236384,0,1261984,8046,323301
0,0,47551,2782,2950
210723,63723,318643,9870,27458
90029,19846,49171,3621,5861
0,0,914739,15970,91032
0,0,123575,7568,11508
0,0,58622,7891,2530
0,0,59363,5072,3874
0,51762,123973,5176,14125
0,0,56840,4074,3942
0,0,127171,5053,9405
0,0,29706,3103,0
2150571,132947,230608,8497,15264
0,0,60988,7316,12199
0,242111,975986,12008,127253
0,11565,52924,4022,7290
620176,22895,136155,7093,12288
3095293,97237,345665,11065,42695
0,123656,108045,8149,4927
0,0,357976,20831,36489
0,3529600,1570758,24179,179175
0,1331,82470,4639,7070
0,38629,48015,4949,3067
0,40800,170689,6274,0
0,0,24246,3631,0
1252350,14950,157041,7219,20665
391327,0,58045,5711,5132
146465,28777,99988,8582,6490
0,0,355788,14128,30886
0,0,88058,6175,8093
0,0,265567,8444,27189
1348746,217473,422267,9951,0
0,0,27370,3956,762
485450,149543,142528,6066,15269
275104,95532,374793,6621,47130
0,10358,43191,3805,6557
0,0,16715,3625,0
0,0,47235,3152,4453
122158,267881,463063,15886,43807
0,589037,894872,13658,75472
0,3894,94985,6967,9333
1088020,989564,884391,14753,73492
0,0,1617,733,0
0,0,71642,4323,11277
259812,54111,272076,12039,36058
0,0,180335,10563,14527
0,0,528609,12283,73114
1373120,320777,498709,12279,0
1406337,260049,415161,24342,29682
0,1515,68129,4029,0
315183,0,371903,15436,25363
0,23248,58574,4878,2331
235118,0,70866,5317,11289
0,0,31956,3564,1844
250359,93971,144171,9585,9845
0,0,1691205,16186,231205
259028,67650,63268,5490,6302
378860,23597,152513,7412,18787
0,0,67451,4858,4700
0,0,373329,9752,39252
0,0,45265,6355,558
0,0,225208,9242,15725
0,0,525956,8808,40790
167537,0,142901,5529,17401
0,664953,1317978,13219,116260
0,0,100015,4331,4085
0,171288,310858,7367,174653
0,0,317434,9128,19527
0,0,58735,3947,6558
0,1028150,1741931,15991,711717
0,5467350,3706835,14686,675315
0,1342893,2775998,15061,878553
0,0,112858,10874,5829
0,62822,36818,5094,1381
0,193095,52651,5037,4973
0,125891,74200,4516,2251
0,0,194919,10300,17791
0,21967,184484,7010,10419
0,7860127,7043044,16353,998287
0,0,34009,4117,2074
0,0,72831,3484,5964
0,0,228598,6379,9263
0,182680,215511,10760,14329
0,0,74699,3778,0
1586213,0,910199,12167,73544
7694728,149928,274399,8337,17866
0,0,114478,7594,7863
2837246,6049778,8106201,18409,982943
189206,0,338794,10916,26709
2037231,2651421,3814288,18588,584645
614334,888422,917511,9878,106618
0,0,116442,8321,7583
0,171292,527771,12361,72490
459902,483039,923742,7893,89170
0,153183,142503,12081,9396
0,255319,241374,8443,19773
1006262,0,413982,10627,52432
3088945,1938441,2718026,9434,2148176
0,0,2221645,14823,250288
0,920966,113637,5322,43227
0,177020,216342,9638,14042
0,0,1910244,14369,0
0,0,36722,4019,3469
0,172613,228448,11183,14610
0,0,172740,7288,13984
0,164222,291779,8726,36343
27354671,2137737,389164,7492,40093
0,0,35533,3358,1653
0,0,162938,7669,11979
0,2540843,454761,9492,55538
0,0,970661,10633,56570
324338,326091,407646,7897,45107
2011102,0,508177,9933,60317
436331,2363173,3481120,15382,370687
0,953650,1742378,15059,164632
0,0,31767,5498,528
1115562,899049,1915438,17633,233139
0,0,148072,6521,10217
0,0,518285,9317,51097
0,51603,315686,6692,39827
0,0,326287,7241,28122
711994,0,484791,11899,28725
0,602245,319730,14125,35180
0,0,67722,5905,4096
0,0,65994,4362,11835
0,0,122523,7884,11247
533264,0,3973206,17878,890997
1425512,0,1901784,14605,401912
8878114,7719769,8647669,15882,885231
0,0,348999,22333,95785
17488661,12405726,9822136,13399,1301497
1164378,460103,691013,9628,80305
6001102,4991824,5668671,12119,661740
1098826,2021848,1546067,9962,225453
22482647,32873334,19661130,13325,3250213
0,39771,342825,30997,88915
10340798,12398878,11241440,17133,1294000
2577234,5253568,6615087,13463,794552
3703400,8914822,7565785,10381,3795879
10706055,6913732,10057154,12634,1150731
0,0,865196,11907,124706
3610107,6922158,9464955,18491,1288086
9247191,5609327,12074866,15341,1414111
5730887,4843424,4348797,6793,1434689
0,43666,730625,8291,110741
328988,129733,406934,12341,18868
1095101,556104,2141774,12645,203808
1301056,0,1099661,11063,133366
157963,0,2369800,16846,231630
991915,0,318559,10030,81825
3003696,1252142,3066281,13629,356482
143206,0,431388,14550,47284
2016099,1871327,3380253,14066,361855
2368343,7170808,4554990,16622,565685
290197,0,197080,9917,36003
3264117,7426648,13255784,14080,1872772
2504675,10449816,9209683,11060,1205022
238752,212901,618290,13203,103044
0,0,105159,4011,9899
0,0,1193036,11883,132293
0,252667,711868,19732,104944
2448692,1265253,2463271,16988,229661
0,0,1780832,19078,184806
154643,0,875104,17779,506848
2186156,444572,1704277,15973,149702
621636,230832,1105943,15350,71782
0,3427913,5277196,19119,734947
823516,0,381289,12807,43024
599099,256613,819990,15363,167455
584124,1195617,2382310,19729,198512
386986,177977,640156,15659,90110
122607,65761,433225,12412,72027
865837,188252,489480,8647,92619
1088511,0,2983923,20080,224163
119373,0,196521,11440,13589
0,113895,415540,11359,51500
1566889,76669,577288,11211,44981
210346,522257,340345,8857,37580
444105,79089,405170,12360,24740
2904345,704167,2291378,11389,499096
0,0,55317,4848,4236
193878,0,54386,5636,14239
4240717,506692,881344,7805,118800
587361,0,416778,14018,32160
193641,0,156734,6480,35232
126555,0,118751,7144,15617
0,4594,67726,7801,5641
977390,72312,276150,4676,32312
1107212,0,1301043,12117,134694
0,3469,131310,7488,44171
2298338,689088,1622828,10150,219492
1061117,0,396895,8581,44710
4953967,0,1571317,11496,181995
711270,0,183403,3623,27133
698616,8387,221210,8437,60229
0,0,316945,11806,45986
0,0,369455,9521,189886
192498,0,246126,8021,28898
609277,562056,631864,9061,50774
152551,0,216830,14942,19605
712562,0,459804,12298,46419
0,0,417302,15399,28601
0,914251,1326967,12383,155322
254402,0,580619,17380,108399
12579452,3554890,4836688,11142,528674
174082,9008,140155,5336,17568
80116,0,137990,8543,55668
1160721,424979,1570064,18415,237714
357431,0,316388,7464,40125
1330797,260599,323333,6964,31369
0,0,335452,9599,46469
647313,253604,323115,9727,33647
0,4423721,3156158,11328,446061
1117372,118801,446654,6976,37417
190442,0,270567,10272,27267
0,18647,101386,8496,11646
528739,0,705401,10577,117754
2782988,0,1690871,10393,185386
7145875,1207153,2808829,11481,414648
0,83354,144117,8400,13744
15738279,13020792,8058005,13377,925177
0,0,3262,1465,4385
0,0,53307,4801,7788
1142583,170050,799900,8707,72559
0,17144,128208,5857,40646
2230840,451920,944698,9336,94196
2715794,1293290,2059768,11260,180995
0,0,74036,11044,7374
0,0,155835,14289,56481
23588483,5611118,10007613,12074,1120853
391221,0,225381,9096,26791
310442,162446,729823,11200,100271
518341,148639,330426,11540,39650
668177,0,474988,11352,44055
418452,0,166886,6914,17217
2821268,0,869266,10524,108035
0,0,91893,6143,9446
3502955,0,1465317,9555,171549
388978,124840,563109,8962,45828
0,0,70129,6862,7882
3675844,0,1656745,9507,220979
560828,71682,355262,7213,32121
25885162,29825742,18183680,15131,2284814
364129,0,171532,6164,32250
151662,0,364748,17118,31109
0,16629,60901,8767,6753
967956,57690,151621,6562,19225
0,0,57124,6379,9005
158006,290713,499775,20761,58833
9210895,2120633,2367832,9149,277197
0,8257,101360,7339,9188
0,6759,338403,13327,37284
4604837,1070811,2534269,12546,337257
595097,174871,300913,6918,30192
0,0,110816,13097,10158
409484,0,614745,8568,57479
2855519,872288,1601609,9424,178285
3106616,0,559870,8971,53768
581524,283100,432316,7624,24671
1312898,0,556714,7145,80514
5331756,3630996,3681086,10584,613520
55896948,26102859,17275751,8720,3112369
0,157398,525400,16573,48791
0,53507,147509,9211,19708
6460209,7335912,3738881,11435,374922
284757,88443,373467,11723,43449
279841,0,627360,14510,65600
839106,513024,495214,12524,42112
0,185824,32850,6147,0
2728744,1275912,1211463,20200,138977
1596868,547091,301204,11618,40488
0,0,357385,10620,32568
3149535,1484320,807141,9139,91065
0,44299,276752,9663,146417
175820,201428,168339,13563,11559
403091,0,428633,8586,43041
317074,0,630252,11534,58515
0,14153,42917,5213,0
0,0,61860,11420,40376
636146,177207,90280,7982,8984
0,278685,1141915,18535,149594
12930085,4415457,5163980,13231,614280
0,244797,91773,4727,11799
688179,0,625509,17390,71018
408570,142934,116717,7861,10517
377422,116089,176767,8404,14499
766952,412074,492110,15755,33762
1332287,313866,595766,13030,254569
0,293825,56392,9421,0
20957675,34472526,22278830,19646,3279149
0,0,152459,7810,8029
328593,35255,200851,10722,20637
317710,0,405211,10414,30395
627175,160561,521587,11733,51027
409641,151733,80280,7346,7751
114482,4933,150453,9309,9999
818684,0,597567,14621,51963
0,217527,41288,9212,0
0,16799,164966,12325,21260
0,96196,61599,8474,0
156799,0,119763,11121,33945
0,11644,39851,9847,20371
623932,131977,206212,7359,17014
0,77617,53106,9136,0
697038,0,378877,15250,37308
0,9896,20236,3997,0
0,246744,118568,12580,0
779422,0,268228,13145,24429
1603433,0,477130,12850,39793
692594,98587,174062,7488,13868
215116,160149,251779,9603,200475
504128,249703,361223,11034,32087
0,229753,347668,9133,41794
0,283172,46600,5492,0
872321,194274,164856,5186,25556
951960,478177,303588,15111,26072
0,58396,52466,7965,0
2971351,777919,2182050,15631,326873
1054359,322526,704539,12366,62687
0,0,209522,15204,43324
0,6799,243454,8636,0
0,158303,110916,11968,0
954096,336876,297780,9692,36677
82663,305508,103471,9428,12597
7578926,9278366,6156546,12328,963534
0,0,41090,9959,0
148059,210717,156822,10057,81494
0,277711,116957,7246,0
1397918,0,599153,9666,80619
0,88474,109119,11531,0
0,0,179942,11273,24494
1924968,1300774,1169699,9270,527464
683259,231733,844316,9845,75305
548531,69261,75457,5011,0
0,1128194,2760528,14051,498616
3745535,1813571,2423575,16539,251180
1485036,323486,543894,14959,67718
192904,130767,170056,17786,11685
0,665620,80615,7272,0
648116,17986,160034,6664,15083
0,82559,45484,12380,0
0,92168,210766,9685,16992
0,243381,177697,13284,10906
633876,105217,163649,8424,13502
5751832,1743551,2690704,11886,340899
327529,145890,70359,6402,9103
0,0,56267,8675,5102
1711138,0,666138,13403,65402
1124571,440743,1458815,12448,106702
0,302279,112949,11221,38276
0,54741,310089,12590,38667
0,36877,79988,4751,4479
0,67832,86619,14207,4510
1337135,0,247806,9643,18584
1409848,134759,413782,11466,25785
174302,76001,135142,10623,8445
0,77442,135422,7994,12312
0,18445,174325,9379,13167
0,0,59556,4912,0
0,610359,3012263,19777,315136
0,1015485,1438683,16199,154484
632708,0,634785,15437,57927
0,21230,34109,3691,2129
0,70815,331093,7660,33202
251109,109440,677919,16779,157554
0,1791992,1353015,18626,145859
0,70062,60608,6161,5499
0,13630,27709,4668,3456
483706,351585,898675,9180,82368
0,13721,119883,8694,9794
0,198004,51816,6682,2043
255616,166361,716787,9781,59653
0,0,88695,12319,2120
10903503,4517272,3366942,15427,822122
0,96781,147247,7019,16242
1568097,706090,1203694,16357,127555
155345,75706,225574,12858,112683
271662,105183,174262,7267,25507
0,62405,46902,6222,2099
0,59893,144726,8610,8357
0,41751,45292,5630,2187
0,0,128002,10405,5214
246567,0,124535,8310,10779
0,0,93694,6979,7693
0,132812,371322,11781,24917
2432105,386379,1326744,13268,109271
172359,63145,146014,9486,13473
0,35196,59228,9511,2012
3845368,5076007,4710360,17856,578286
0,76462,88259,8765,6236
0,55455,143542,16382,11022
566623,101135,284256,12697,25044
0,0,49990,5516,1641
0,84686,35782,7214,3966
0,19306,88059,8968,3435
682130,180705,545843,14163,47630
0,1613,65805,6524,5296
8939022,11179928,8460776,12347,1505780
3336561,793412,1967427,17111,182316
1538071,782821,1709786,7919,203297
0,0,412938,7940,56687
0,29859,27773,6876,614
1225562,0,469720,13316,50320
225710,140591,301376,9230,25448
608675,63715,419502,11171,20500
0,0,59309,5933,0
528261,91753,433169,8413,31065
166854,38879,117732,9230,9272
130272,86240,234535,16582,17366
0,50614,156455,10118,15206
0,6904,106559,8661,6690
0,7401,46261,5125,2635
0,114413,422995,15033,41812
0,0,223284,9735,10000
0,0,20164,5850,647
74805,68853,451776,18214,30047
0,235151,161504,11946,10000
0,106296,159656,10580,8206
0,36552,47986,5219,4383
121656,117151,81503,6829,6008
108135,22059,191467,9221,13322
0,288016,509771,28850,14988
646652,491844,605682,10809,69583
866565,0,206771,9377,28785
0,14176,90916,8789,5890
433058,26739,132832,9940,4114
0,0,45982,4913,6403
0,382627,209476,11275,14371
711618,97342,263521,14060,20242
1535848,169425,547263,13415,55361
454757,103508,632535,14900,73609
308929,252229,161331,8746,11303
2077389,3535450,1737430,19821,465596
0,43310,275957,9140,23301
0,18216,376475,8479,74338
0,0,38629,7916,453
0,0,60215,6189,3626
196853,0,293462,11460,21767
0,92227,141668,6023,10157
0,8302,28708,4484,4126
0,7953,92395,6815,5678
803465,0,230299,10141,15866
0,0,32109,7858,386
0,0,39408,8205,2216
976857,252385,358429,8780,0
0,14335,26168,3137,4419
0,30529,49094,7606,1680
6532751,9325599,4408513,12822,537680
0,0,64746,6861,5420
341767,0,685764,10930,0
22654565,27366632,17237496,17347,2440721
10920629,5042147,2496672,7020,1059295
368461,73610,148176,8311,11391
887974,196305,436085,14717,20526
0,14165,222907,7087,47618
0,0,45021,6623,646
0,76049,833027,18157,360747
214691,50665,167843,6845,10980
0,61170,200581,10004,18697
297421,0,317983,10438,22441
104179,0,124339,5116,17311
0,29839,65784,5255,4414
161470,69536,294218,8197,22194
0,7737,13164,6359,526
146589,31676,237875,13121,38047
0,0,427733,13528,98002
944585,0,527641,14756,42518
0,17879,36342,2727,1322
319485,37028,171350,8756,13697
0,0,25101,3141,0
287016,0,303409,8116,31055
235326,29012,94108,6445,2525
0,0,24204,2344,667
427185,101537,128019,6785,11476
0,0,30814,3424,1666
0,0,39271,3675,4726
0,0,58099,3346,4486
392963,0,126026,6037,15843
0,0,260323,9448,120568
0,0,143069,4889,15675
0,66560,171612,8453,11175
1663506,1676805,2069453,13825,256752
883448,424129,2121634,26812,158846
0,0,20884,2507,0
0,0,231543,10510,13432
0,27584,39126,2857,1698
732464,0,377005,16312,36218
0,0,383192,9642,133842
0,839746,2903219,16472,1619113
1406186,2118836,2992625,12021,403797
207973,31091,114372,5599,5530
0,15127,81350,8198,4395
0,0,0,0,0
0,59439,135017,5876,12294
0,0,1305043,9964,178044
256511,89451,68927,3839,4405
0,0,18620,2073,0
0,0,57305,4508,6156
1759970,402659,816399,12212,442842
0,0,46672,4670,1374
0,0,507113,11711,96237
0,0,991801,20858,103490
750921,1127560,1320584,16936,135846
0,0,46762,3530,4008
0,22652,180447,7927,13004
2986825,847900,1439479,17967,148229
0,0,438713,12503,51401
275680,0,501974,14629,41228
2075457,0,809310,13596,88621
6471938,3305948,1268437,14172,180563
166262,155659,259002,10098,20071
0,43470,166379,4559,14189
1472743,111082,281974,7610,21770
0,7623,136579,11892,7336
192438,286853,255834,8565,24150
290795,9154,146663,6500,11180
198912,26843,82888,6993,4571
514341,166199,387892,8838,77313
495278,484515,384416,10918,32577
0,0,615612,10779,43186
0,0,60391,4951,1221
0,188719,544686,13694,50918
0,57538,203614,7068,14755
975223,17781,162043,6359,17540
0,19137,24719,2815,1903
